Portfolio Manager,Month,Year,Table Index,Clients (Domestic PF/EPFO),Clients (Domestic Corporates),Clients (Domestic Non-Corporates),Clients (Foreign Non-Residents),Clients (Foreign FPI),Clients (Foreign Others),AUM (Domestic PF/EPFO),AUM (Domestic Corporates),AUM (Domestic Non-Corporates),AUM (Foreign Non-Residents),AUM (Foreign FPI),AUM (Foreign Others),Clients (Total),AUM (Total)
360 ONE PORTFOLIO MANAGERS LIMITED,June,2024,Table 18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2024,Table 19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 2,0.0,392.0,1407.0,102.0,0.0,0.0,1901.0,0.0,0.0,0.0,0.0,0.0,1901.0,1901.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 2,0.0,9278.66,16257.16,736.34,0.0,0.0,26272.15,0.0,0.0,0.0,0.0,0.0,26272.16,26272.15
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 3,922.72,39.08,1311.8,0.51,181.3,0.0,0.0,0.0,0.0,5269.53,538.92,8263.86,2455.4100000000003,5808.45
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 3,1502.8,250.6,1415.96,21.8,866.67,0.0,0.0,0.0,0.0,12816.96,1133.5,18008.29,4057.83,13950.46
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 5,0.0,106.0,423.0,27.0,0.0,0.0,556.0,0.0,0.0,0.0,0.0,0.0,556.0,556.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 5,0.0,4136.84,4067.1,59.93,0.0,0.0,8263.86,0.0,0.0,0.0,0.0,0.0,8263.87,8263.86
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,1.36,3.09,-1.73,1.6,13.22,-11.62,0.0,0.0,0.0,0.0,0.0,0.0,5.92,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.3,5.09,-4.79,1.44,16.6,-15.15,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.1,0.64,-0.54,0.1,1.23,-1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.3999999999999999,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.0,0.0,0.11,1.78,-1.66,0.0,0.0,0.0,0.0,0.0,0.0,0.2300000000000002,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,2.37,2.55,-0.18,3.42,11.58,-8.17,0.0,0.0,0.0,0.0,0.0,0.0,11.570000000000002,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,10.5,44.43,-33.93,53.71,79.88,-26.16,0.0,0.0,0.0,0.0,0.0,0.0,128.43,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.51,-0.51,23.45,23.11,0.34,0.0,0.0,0.0,0.0,0.0,0.0,46.900000000000006,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,17.85,57.32,-39.47,164.81,1211.08,-1046.27,0.0,0.0,0.0,0.0,0.0,0.0,365.31999999999994,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,0.0,6.22,-6.22,0.16,248.17,-248.01,0.0,0.0,0.0,0.0,0.0,0.0,0.3199999999999932,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 7,32.48,119.84,-87.36,248.8,1606.63,-1357.83,0.0,0.0,0.0,0.0,0.0,0.0,562.5600000000002,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 8,0.0,354.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,354.61,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 8,0.0,283.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,283.08,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 8,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,2.3,2.43,15.8,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.57,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,2.27,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.969999999999999,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,178.26,1.15,13.24,0.03,0.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193.51000000000002,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,2.27,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.969999999999999,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,2.27,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.969999999999999,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,2.27,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.969999999999999,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,3.7,22.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.61,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,210.07,3.31,17.41,0.07,0.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,231.22,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,1.85,15.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.51,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,53.06,4.91,23.2,0.11,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.99,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,3.7,22.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.61,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,105.32,2.56,14.7,0.09,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.21000000000001,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,1.85,15.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.51,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,16.73,1.96,12.41,0.01,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.500000000000004,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,1.85,15.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.51,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,27.64,4.68,20.03,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.63,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,3.7,22.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.61,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,3341.4,1.98,12.1,0.06,1.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3356.82,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,2.27,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.969999999999999,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,1471.85,3.1,17.37,0.03,0.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1493.2099999999996,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,2.27,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.969999999999999,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,1248.42,0.85,11.01,0.01,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1263.06,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,2.27,13.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.969999999999999,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,61.54,0.02,5.28,0.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.27000000000001,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,-0.02,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,195.5,4.24,20.43,0.29,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221.86,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,3.7,22.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.61,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,0.0,-0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.15,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,3.7,22.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.61,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,3.7,22.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.61,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,1351.78,1.39,10.91,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1365.1200000000001,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,0.0,-0.02,8.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.68,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 9,8263.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8263.87,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 10,0.0,286.0,984.0,75.0,0.0,0.0,1345.0,0.0,0.0,0.0,0.0,0.0,1345.0,1345.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 10,0.0,5141.82,12190.06,676.41,0.0,0.0,18008.29,0.0,0.0,0.0,0.0,0.0,18008.289999999997,18008.29
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 12,352.75,2605.79,4298.3,1915.93,2382.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11555.150000000001,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 13,0.0,655.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,655.46,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 13,0.0,864.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,864.54,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 13,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2023,Table 16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 2,0.0,334.0,1353.0,92.0,0.0,0.0,1779.0,0.0,0.0,0.0,0.0,0.0,1779.0,1779.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 2,0.0,7214.25,15601.13,554.96,0.0,0.0,23370.34,0.0,0.0,0.0,0.0,0.0,23370.339999999997,23370.34
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 3,893.11,36.58,2114.16,0.51,524.59,0.0,0.0,0.0,0.0,4447.58,470.35,8486.88,3568.9500000000003,4917.93
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 3,1261.25,196.15,1166.2,23.07,1470.68,51.22,0.0,0.0,0.0,9232.3,1309.02,14709.9,4168.570000000001,10541.32
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 3,173.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.56,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 5,0.0,97.0,481.0,29.0,0.0,0.0,607.0,0.0,0.0,0.0,0.0,0.0,607.0,607.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 5,0.0,3162.53,5297.96,26.39,0.0,0.0,8486.88,0.0,0.0,0.0,0.0,0.0,8486.88,8486.88
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,5.82,0.0,5.82,5.82,0.09,5.73,0.0,0.0,0.0,0.0,0.0,0.0,23.28,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,1.12,4.84,-3.73,3.76,8.41,-4.66,0.0,0.0,0.0,0.0,0.0,0.0,9.74,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,2.24,1.12,1.12,5.74,1.9,3.84,0.0,0.0,0.0,0.0,0.0,0.0,15.96,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.63,1.63,-1.01,1.81,6.61,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,4.87,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,1.31,1.16,0.16,2.07,1.27,0.81,0.0,0.0,0.0,0.0,0.0,0.0,6.779999999999999,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,274.27,106.22,168.06,285.61,156.84,128.77,0.0,0.0,0.0,0.0,0.0,0.0,1119.77,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.5,0.0,0.5,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,80.01,0.0,80.01,80.01,6.66,73.35,0.0,0.0,0.0,0.0,0.0,0.0,320.04,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,389.07,34.35,354.72,451.19,63.9,387.29,0.0,0.0,0.0,0.0,0.0,0.0,1680.5200000000002,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,10.95,0.54,10.41,12.86,2.41,10.45,0.0,0.0,0.0,0.0,0.0,0.0,47.620000000000005,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
360 ONE PORTFOLIO MANAGERS LIMITED,June,2022,Table 7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
